,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,Date
78660,200508020001,2005,8,2,,0,,95,Iraq,10,Middle East & North Africa,Basra,Basra,"30,510054","47,778095",1.0,0,,"08/02/2005: Suspected Shi’i militants shot and killed Steven Vincent, an American journalist, after abducting him from a hotel in Basra, Iraq. The perpetrators also abducted and shot Vincent's translator, Nour Weidi, leaving her seriously injured. Five abductors kidnapped Vincent and Weidi from a hotel currency exchange and forced them into a police vehicle. Vincent was found on a road south of Basra dead later in the day. No group claimed responsibility for the attack.",1,1,1,1,2.0,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),2.0,Armed Assault,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Freelance Journalist,"Steven Vincent, a freelance journalist reporting from Basra",217.0,United States,14.0,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Civilian,"Nour Weidi, an Iraqi translator working with American journalist Steven Vincent",95.0,Iraq,,,,,,,,,Shia Muslim extremists,,,,,,Unknown,0.0,,,0,5.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0,,,,,1.0,2.0,1.0,,-99.0,,Iraq,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),1.0,"Four days before his death Steven Vincent, writing in The New York Times, condemned the Shi i influence over Basra's police and indicated that a police hit-squad was assassinating Saddam Hussein loyalists in the region.","Thomas Harding, “US writer shot dead after criticizing Shia regime,” The Daily Telegraph, August 04, 2005.","Jonathan Finer, “U.S. Writer Critical of Militias Is Found Shot Dead in Basra,” The Washington Post, August 04, 2005.","Ed Johnson, “Iraq Militants Likely Killed Journalist,” The Associated Press, August 10, 2005.",CETIS,-9,-9,1,1,,2005-08-02
78840,200508210002,2005,8,21,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,"34,516895","69,147011",1.0,0,,"08/21/2005: The Taliban bombed a convoy of US Embassy vehicles on the outskirts of Kabul, Afghanistan. Two American staff members were injured in the explosion. Taliban spokesman, Mufti Latifullah Hakimi, claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",US Embassy in Kabul,US Embassy staff members,217.0,United States,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,0,,0.0,1.0,2.0,Call (post-incident),,,,,,,-9.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An improvised explosive device was used to hit the convoy.,0.0,0.0,0.0,2.0,2.0,0.0,1,,,,The blast smashed the front of an armored four-wheel-drive vehicle.,0.0,,,,,,,,,,,,,,,,,"Daniel Cooney, “Four U.S. soldiers killed in assault in Afghanistan,” The Associated Press, August 21, 2005.","“Afghanistan: Taliban Claim Responsibility For Attack on US Embassy Vehicle,” Afghan Islamic Press, August 21, 2005.","Carlotta Gall, “U.S. deaths jump in Afghanistan,” The International Herald Tribune, August 23, 2005.",CETIS,0,1,1,1,,2005-08-21
78857,200508230004,2005,8,23,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,"33,74324","44,623825",1.0,0,,"08/23/2005: A suicide bomber killed seven people, including two Americans, when he rushed into the Joint Coordination Center for Diyala (Governorate) compound in Baquba where officials coordinate emergency response efforts in the region. 20 people were injured in the explosion including nine US soldiers. Al-Qaida Organization in the Land of Two Rivers claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Multi-National Force – Iraq (MNF-I),American and Iraqi soldiers working at the Joint Coordination Center for Diyala Governorate,999.0,Multinational,14.0,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Civilians,Civilian contractors working at the Joint Coordination Center for Diyala Governorate,999.0,Multinational,3.0,Police,25.0,Police Security Forces/Officers,Iraqi Police Force,Iraqi policemen working at the Joint Coordination Center for Diyala Governorate,95.0,Iraq,Al-Qaida in Iraq,,,,,,Unknown,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,8.0,2.0,1.0,20.0,10.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"Richard A. Oppel Jr., ”The struggle for Iraq: attack on compound,” The New York Times, August 24, 2005.","Ellen Knickmeyer and Bassam Sebti, “Glee and Anger Greet Iraq's Draft Charter,” The Washington Post, August 24, 2005.","“Zarqawi group claims deadly Iraq suicide blast,” Agence France Presse, August 23, 2005.",CETIS,0,1,1,1,,2005-08-23
78866,200508240008,2005,8,24,,0,,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,"31,771599","35,2034",1.0,0,,"08/24/2005: A suspected Palestinian militant stabbed two Jewish students, Shmuel Mett and Sammy Weisbart, in Jerusalem, Israel killing one and injuring the other. No group claimed responsibility for the attack.",1,1,1,1,2.0,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,70.0,Student,Civilan(s),British student,216.0,Great Britain,14.0,Private Citizens & Property,70.0,Student,Civilian,American student,217.0,United States,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A kitchen knife was used in the attack.,1.0,0.0,0.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Harry de Quetteville and Catriona Davies, “British Jewish student dies in terrorist stabbing after praying at Wailing Wall,” The Daily Telegraph, August 26, 2005.","Scott Wilson, “Five Killed in Mideast Violence,” The Washington Post, August 24, 2005.","Nick Allen, “Briton stabbed to death in Israel,” Press Association, August 25, 2005.",CETIS,-9,-9,1,1,,2005-08-24
78933,200509070001,2005,9,7,,0,,95,Iraq,10,Middle East & North Africa,Basra,Basra,"30,510054","47,778095",1.0,0,,"09/07/2005: Four American contractors employed with a private security firm supporting the regional U.S. embassy office in Basra, Iraq, were killed when a roadside bomb exploded near their convoy. Three of the contractors died instantly and the fourth died in a military hospital after the bombing. No group claimed responsibility for the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,1,Business,13.0,Private Security Company/Firm,Unknown,Contractors,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,It was a roadside bomb that went off,4.0,4.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Sinan Salaheddin, “Four American contractors killed in Basra bombing,” The Associated Press, September 7, 2005.","Robert F. Worth, “US Convoy Attacked, 3 Iraqi Civilians Wounded in Baghdad,” Al-Sharqiyah Television, September 5, 2005.",,CETIS,-9,-9,1,1,,2005-09-07
78978,200509170006,2005,9,17,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,"33,31065","44,038208",1.0,0,Outside Abu Ghraib Prison,"09/17/2005: A suicide car bomber targeted a U.S. military convoy near Abu Ghraib Prison in Abu Ghraib, Iraq. The U.S. military did release casualty information relating to the incident, but three vehicles sustained heavy damage in the blast. No group claimed responsibility for the bombing.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),Unknown,217.0,United States,14.0,Private Citizens & Property,,,,,95.0,Iraq,3.0,Police,,,,,95.0,Iraq,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,6.0,Explosives,7.0,Grenade,6.0,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Second weapon type was specifically mortars.,8.0,1.0,1.0,8.0,,0.0,1,4.0,Unknown,-99.0,"A number of vehicles, both military and non-military, as well as Abu Ghraib prison itself came under attack.",0.0,,,,,,,,,,,,,,,,,"Slobodan Kekic, “Insurgents attack around Abu Ghraib jail; U.S. reports arrests of al-Qaida leaders in Mosul,” The Associated Press, September 17, 2005.","Robert F. Worth, “Blast kills 7 as attacks hit various Iraqi areas; Officials give details of Qaeda aide's death,” The New York Times, September 17, 2005.",,CETIS,-9,-9,1,1,,2005-09-17
78984,200509190003,2005,9,19,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,"36,354145","43,14357",1.0,1,Near Mosul,"09/19/2005: An unidentified suicide car bomber targeted a U.S. diplomatic convoy in Mosul, Iraq. The bomber drove his vehicle into the second of three armored SUV’s killing U.S. State Department official, Stephen Eric Sullivan, and three U.S. contractors. Two other people were injured in the blast as well. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,7,Government (Diplomatic),,,Unknown,Unknown,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,car bomb,4.0,4.0,1.0,2.0,,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Jonathan Finer and Omar Fekeiki, “Embassy Aide Among 9 Americans Killed in Insurgent Attacks in Iraq,” The Washington Post, September 20, 2005.","Richard A. Oppel Jr. and Sabrina Tavernise, “Attacks in Iraq Kill 9 Americans, Including State Dept. Aide,” The New York Times, September 20, 2005.",,CETIS,-9,-9,1,1,,2005-09-19
79017,200509270004,2005,9,27,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,"31,617667","65,675942",4.0,0,West of Kandahar (Province),"09/27/2005: Suspected Taliban militants ambushed a joint U.S. and Afghan military contingent operating west of Kandahar (Province), Afghanistan. The perpetrators fired RPGs and small arms at the joint force killing one soldier and injuring another. U.S. and Afghan forces returned fire killing two Taliban members and injuring a third. No group claimed responsibility for the ambush attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,3.0,Bombing/Explosion,,,4,Military,29.0,Military Unit/Patrol/Convoy,Unknown,Unknown,217.0,United States,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",,,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,0,,1.0,-9.0,,,,,,,,,-9.0,5,Firearms,5.0,Unknown Gun Type,6.0,Explosives,7.0,Grenade,,,,,,,,,,3.0,1.0,2.0,2.0,1.0,1.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"“Two US Soldiers Confirmed Killed in Clashes in Southern Afghanistan,” Pajhwok Afghan News, September 27, 2005.","“Two US Soldier Confirmed Killed in Clashes in Southern Afghanistan,” BBC Worldwide Monitoring, September 27, 2005.",,CETIS,0,1,1,1,,2005-09-27
79018,200509270005,2005,9,27,,0,,4,Afghanistan,6,South Asia,Kunar,Asadabad,"34,875656","71,152008",1.0,1,Near Asadabad,"09/27/2005: Suspected Taliban attacked a U.S. military force near Asadabad, Afghanistan killing one U.S. marine. U.S. forces returned fire and called in an air strike on the position.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Unknown,Unknown,217.0,United States,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",,,4.0,Afghanistan,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"“Two US Soldiers Confirmed Killed in Clashes in Southern Afghanistan,” Pajhwok Afghan News, September 27, 2005.","“Two US Soldier Confirmed Killed in Clashes in Southern Afghanistan,” BBC Worldwide Monitoring, September 27, 2005.",,CETIS,-9,-9,1,1,,2005-09-27
79029,200509300002,2005,9,30,,0,,4,Afghanistan,6,South Asia,Kunar,Asadabad,"34,875656","71,152008",1.0,1,Near Asadabad,09/30/2005: Four U.S. troops were injured when their vehicle drove over a mine near Asadabad in Afghanistan’s Kunar Province. No group claimed responsibility for having planted the mine.,1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States soldiers,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,,0.0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,4.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"“Mine Explosion Injures 4 US Soldiers in Afghan Konar Province,” Afghan Islamic Press, September 30, 2005.","“Four US Soldiers Injured in East Afghanistan,” BBC Worldwide Monitoring, September 30, 2005.",,CETIS,-9,-9,1,1,,2005-09-30
79033,200510010002,2005,10,1,,0,,93,Indonesia,5,Southeast Asia,Bali,Kuta,"-8,722791","115,17229",1.0,0,,"10/01/2005: A suicide bomber blew himself up on the second floor of the Raja restaurant in Kuta on the island of Bali in Indonesia. This blast is connected to another attack in the city of Jimbaran on Bali that occurred on the same day. The two attacks resulted in 25 fatalities and another 100 people being injured, including 7 Americans. Although local authorities suspected that Jemaah Islamiah leader Azhari Husin was behind both attacks, no group claimed responsibility for the bombings.",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,18,Tourists,97.0,Tourist,Civilan(s),Tourists in Kuta,999.0,Multinational,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Kuta,93.0,Indonesia,1.0,Business,2.0,Restaurant/Bar/Café,Restaurant,Raja Restaurant in Kuta,999.0,Multinational,Jemaah Islamiya (JI),,,,,,Unknown,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,A video recorder captured a man entering the Raja Restaurant with a backpack just before the explosion.,12.0,0.0,1.0,50.0,7.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The Raja Restaurant was damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"Ellen Nakashima and Alan Sipress, “25 Killed In Three Blasts In Bali; Bombings Recall Massive '02 Attack,” The Washington Post, October 2, 2005.","Raymond Bonner and Jane Perlez, “Macabre Clues Advance Inquiry in Bali Attacks,” The New York  Times, October 3, 2005.","Sian Powell and John Kerin “All the hallmarks of a JI strike,” The Australian, October 3, 2005.",CETIS,0,1,1,1,"200510010001, 200510010002",2005-10-01
79059,200510070001,2005,10,7,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Karma,"33,403057","43,911865",1.0,1,Just outside of Karma near Fallujah,"10/07/2005: Unidentified perpetrators detonated a roadside bomb outside of Al Karma, Iraq, killing four United States Marines. No group claimed responsibility for that attack which took place in an area of heavy insurgent activity.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),A US Marine patrol outside of Al Karma,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"Krik Semple and Thaler Aldaami, “Roadside Bombs Kill 6 U.S. Marines During Offensive in Western Iraq,” New York Times, October 8, 2005.","“Six US marines killed in western Iraq,” Agence France Presse, October 7, 2005.","Ellen Knickmeyer and Bassam Sebti, “Roadside Bombs Kill 6 Marines in W. Iraq; Operations Intensify in Run-Up to Vote,” The Washington Post, October 7, 2005.",CETIS,-9,-9,1,1,,2005-10-07
79060,200510070002,2005,10,7,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Qaim,"34,363503","41,115997",1.0,0,,"10/07/2005: Unidentified perpetrators detonated a roadside bomb in Al Qaim, Iraq that killed two United States Marines. No group claimed responsibility for that attack which took place in an area of heavy insurgent activity.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),A US Military convoy in Al Qaim,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"Krik Semple and Thaler Aldaami, “Roadside Bombs Kill 6 U.S. Marines During Offensive in Western Iraq,” New York Times, October 8, 2005.","“Six US marines killed in western Iraq,” Agence France Presse, October 7, 2005.","Ellen Knickmeyer and Bassam Sebti, “Roadside Bombs Kill 6 Marines in W. Iraq; Operations Intensify in Run-Up to Vote,” The Washington Post, October 7, 2005.",CETIS,-9,-9,1,1,,2005-10-07
79190,200511090002,2005,11,9,,0,,102,Jordan,10,Middle East & North Africa,Amman,Amman,"31,950001","35,933331",1.0,0,The incident occurred at the Radisson Hotel in Amman.,"11/09/2005: A suicide bomber belonging to Abu Musab al-Zarqawi’s Al-Qaida in Iraq organization detonated explosives at a wedding being held at the Radisson Hotel in Amman, Jordan. The bombing was one of three attacks on hotels in Amman on November 9, 2005. 57 people were reported killed, excluding the bombers, and approximately 100 others were wounded in these three attacks. Al-Qaida in Iraq claimed responsibility for the three attacks via a statement posted on the internet.",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,1,Business,8.0,Hotel/Resort,Civilan(s),Visitors at the Radisson Hotel in Amman,999.0,Multinational,1.0,Business,8.0,Hotel/Resort,Radisson Hotel,The Radisson Hotel in Amman,102.0,Jordan,,,,,,,,,Al-Qaida in Iraq,,,,,,The internet claim indicated that the attackers targeted sites in Jordan in retaliation for Amman's cooperation with western powers.,0.0,,,0,1.0,40.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,20.0,1.0,1.0,34.0,,0.0,1,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,"This was one of three related attacks against hotels in Amman, Jordan on November 9, 2005 (cf. 200511090003, 200511090004). Jordanian police detained more than 120 people whom they suspected could have helped in orchestrating the bombings. Reports on the three attacks combined the casualty figures. Therefore, all casualty information has been divided evenly among the three cases in the database to maintain statistical accuracy.","Jamal Halaby, “Suicide attackers strike hotels in Jordanian capital, killing 57 and wounding 115,” The Associated Press, November 9, 2005.","“World condemns Jordan blasts as crime against innocents,” Agence France Presse, November 9, 2005.","“At least 18 dead in 3 hotel blasts in Amman: report,” Japan Economic Newswire, November 9, 2005.",CETIS,1,1,1,1,"200511090002, 200511090003, 200511090004",2005-11-09
79191,200511090003,2005,11,9,,0,,102,Jordan,10,Middle East & North Africa,Amman,Amman,"31,950001","35,933331",1.0,0,The incident occurred at the Grand Hyatt Hotel in Amman.,"11/09/2005: A suicide bomber belonging to Abu Musab al-Zarqawi’s Al-Qaida in Iraq organization targeted the Grand Hyatt Hotel in Amman, Jordan. The attack was one of three hotel bombings in Amman on November 11, 2005 killing a total of 57 people, excluding the bombers, and injuring approximately 100 others. Al-Qaida in Iraq claimed responsibility for the attacks via a statement posted on the internet.",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,1,Business,8.0,Hotel/Resort,Civilan(s),Visitors at the Grand Hyatt Hotel in Amman,102.0,Jordan,1.0,Business,8.0,Hotel/Resort,Hyatt Hotel,The Grand Hyatt Hotel in Amman,217.0,United States,,,,,,,,,Al-Qaida in Iraq,,,,,,The internet claim indicated that the attackers targeted sites in Jordan in retaliation for Amman's cooperation with western powers.,0.0,,,0,1.0,40.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,20.0,1.0,1.0,33.0,,0.0,1,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,"This was one of three related attacks against hotels in Amman, Jordan on November 9, 2005 (cf. 200511090002, 200511090004). Jordanian police detained more than 120 people whom they suspected could have helped in orchestrating the bombings. Reports on the three attacks combined the casualty figures. Therefore, all casualty information has been divided evenly among the three cases in the database to maintain statistical accuracy.","“World condemns Jordan blasts as crime against innocents,” Agence France Presse, November 9, 2005.","Hassan Fattah, “Al Qaeda linked to hotel blasts in Jordan; As death toll rises, Iraq-based group claims responsibility,” The International Herald Tribune, November 11, 2005.","“At least 18 dead in 3 hotel blasts in Amman: report,” Japan Economic Newswire, November 9, 2005.",CETIS,1,1,1,1,"200511090002, 200511090003, 200511090004",2005-11-09
79192,200511090004,2005,11,9,,0,,102,Jordan,10,Middle East & North Africa,Amman,Amman,"31,950001","35,933331",1.0,0,The incident occurred at the Days Inn Hotel in Amman.,"11/09/2005: Two suicide bombers, a husband and wife, belonging to Abu Musab al-Zarqawi’s Al-Qaida in Iraq organization targeted the Days Inn Hotel in Amman, Jordan. The attack was one of three hotel bombings in Amman on November 11, 2005 killing a total of 57 people, excluding the bombers, and injuring 100 others. Al-Qaida in Iraq claimed responsibility for the attack via a statement posted on the internet.",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,1,Business,8.0,Hotel/Resort,Civilan(s),Visitors at the Days Inn Hotel in Amman,102.0,Jordan,1.0,Business,8.0,Hotel/Resort,Days Inn Hotel,The Days Inn Hotel in Amman,217.0,United States,,,,,,,,,Al-Qaida in Iraq,,,,,,The internet claim indicated that the attackers targeted sites in Jordan in retaliation for Amman's cooperation with western powers.,0.0,,,0,2.0,40.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,21.0,1.0,2.0,33.0,,0.0,1,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,"This was one of three related attacks against hotels in Amman, Jordan on November 9, 2005 (cf. 200511090002, 200511090003). Jordanian police detained more than 120 people whom they suspected could have helped in orchestrating the bombings. Reports on the three attacks combined the casualty figures. Therefore, all casualty information has been divided evenly among the three cases in the database to maintain statistical accuracy.","Zeina Karam, “Al-Qaida: Four Iraqis bombed hotels, including husband and wife; Jordan interrogates 12,” The Associated Press, November 11, 2005.","“Jordan arrests suspects after Amman hotels suicide bombings, reopens borders,"" AFX, November 10, 2005.","Jamal Halaby, “Bombers kill 57 in Amman; Suicide attackers target three hotels,” Centre Daily Times (PA), November 10, 2005.",CETIS,1,1,1,1,"200511090002, 200511090003, 200511090004",2005-11-09
79267,200512060004,2005,12,6,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,"33,303566","44,371773",1.0,0,,"12/06/2005: Two police officers blew themselves up at Baghdad’s police academy building, killing at least 36 fellow officers and wounding at least 72 more. Al-Qaida in Iraq claimed responsibility for the incident. This incident was similar to other attacks on U.S. Army and Iraqi police forces during this period before parliamentary elections and during Saddam Hussein’s trial.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Iraqi Police Service (IPS),Baghdad Police Academy,95.0,Iraq,,,,,,,,,,,,,,,,,Al-Qaida in Iraq,,,,,,Unknown,0.0,,,0,2.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,The two perpetrators were said to have suicide/explosive vests.,36.0,0.0,2.0,72.0,1.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"This was part of several related incidents: the first source states that there were several incidents where Iraqi security personnel were killed, an Iraqi civilian was killed by a makeshift bomb near a restaurant (cf. 200512060005), and there was an American contractor, Ronald Schulz, kidnapped that appeared to be on this date, but further evidence showed that it was in November. Concerning this incident, the news sources seem to think it was two policewomen who carried out the attack, but Al Qaida's claim of responsibility mentions two men. A U.S. contractor was hurt in the attack.","""Iraq suicide bombing kills 36 police in election run-up,” Agence France Presse, December 6, 2005.","“Al-Qaeda claims Baghdad police attack,” Agence France Presse, December 6, 2005","Sameer N. Yacoub, “Suicide bombers hit Baghdad police academy; American reported kidnapped,” The Associated Press, December 6, 2005.",CETIS,0,0,0,0,,2005-12-06
79314,200512180004,2005,12,18,,1,,4,Afghanistan,6,South Asia,Helmand,Sangin district,"32,073333","64,833889",3.0,0,,12/18/2005: The Taliban wounded four translators employed with U.S. Protection and Investigations (USPI) and kidnapped four others in an attack on their vehicles in the Sangin (District) of Afghanistan’s Helmand Province.,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2.0,Armed Assault,,,1,Business,13.0,Private Security Company/Firm,USPI Company,USPI translators/workers,217.0,United States,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,"The vehicles were said to have been set on fire and their were four injuries, but no mention of weapons was given.",0.0,0.0,0.0,4.0,4.0,0.0,1,,,,Two vehicles were set on fire.,1.0,4.0,4.0,,-99.0,,Afghanistan,0.0,,,,,,7.0,Unknown,-99.0,,"“Four Employees of US Security Company Wounded In Taliban Attack,” Afghan Islamic Press¸ December 18, 2005.",,,CETIS,0,1,1,1,,2005-12-18
